,0,1,2,3,4,5,Churn
95,-2.633560193,-1.197660293,0.08558204,0.072715826,-0.120812726,1.042027952,1
96,-0.193192443,2.457453279,0.080045841,-1.306457177,-0.344055676,-0.909587776,0
97,4.112342813,-2.788273356,0.125589302,0.323607721,-0.055327064,-1.001901881,1
98,4.808418462,-0.4290971,-0.119986326,0.846257815,-1.350080845,-1.112545616,0
99,-1.504534084,-0.366443966,-1.811080169,1.414428906,2.037270562,0.965779884,1
100,4.107473477,-2.885390659,0.151182791,0.288380373,-0.032284891,-0.996869081,0
101,4.341023123,-1.752922452,-0.056784989,-1.495151385,2.01936689,1.147909219,0
102,-1.084725588,0.404303054,-0.109467352,0.232591006,-1.705242213,-1.112521003,0
103,-0.644317931,2.11780723,3.27291795,1.753598936,0.495080412,0.901763443,0
104,-0.24909227,2.614025887,-1.092228294,0.985457946,-0.349665941,-1.025711663,1
105,-2.081219198,-1.023628197,4.51951242,-0.285624066,-0.535705847,-0.950628747,0
106,-0.826770581,2.187711952,-0.973529833,-0.48289348,1.455762939,1.097649181,0
107,-1.382016744,0.121907324,4.274027918,0.141139005,-1.05887528,0.995621963,0
108,-1.61464148,0.264562284,-0.182081605,0.304151705,-1.124963618,-1.102054703,0
109,5.29969921,1.642953675,-0.33932974,-0.882837909,-0.281377215,-1.000652911,0
110,-1.690413455,0.688432629,-0.628498205,0.206006292,0.926260603,-0.93489607,1
111,-0.016479196,0.033044269,-0.116561725,-0.461684458,-2.799456538,0.855399043,0
112,-1.63057509,-0.859281709,-1.238209469,0.511599436,-0.086909158,0.974041435,0
113,-3.162775557,0.256367888,-0.420558284,0.983511281,1.5514962,0.969597163,1
114,-0.06157835,2.739219847,3.022093314,-0.038760004,1.764136256,1.162557997,0
115,-1.095237501,-0.534631306,-0.840045493,-2.463162109,1.180380476,-0.884008151,0
116,-1.056848162,0.995104246,4.221666634,0.248924651,-1.834900924,0.960046573,0
117,-1.64844164,0.255048851,-0.589131463,-1.211652699,1.990220943,1.190387397,1
118,4.681836498,-0.927215425,-0.119569165,0.848563619,-0.896263369,0.901842561,0
119,-1.600093719,1.310204302,-0.222549944,-1.579195442,0.197160025,-0.85033626,0
120,-0.995485247,2.595322012,-0.835979008,-0.649786951,0.11789174,1.070122509,0
121,4.115533212,-2.767370366,0.089259512,0.411576664,-0.14812027,0.990112253,0
122,-3.059898017,-1.400753968,0.209167397,-0.125731966,0.024975067,-0.949207757,1
123,-1.072141057,-0.64310429,0.066839536,-3.018409496,0.264178872,1.098769461,0
124,4.430225583,-1.424624823,-0.074774174,-1.474022894,1.523432869,1.136258169,0
125,-1.165480138,-0.100822291,-1.08863263,0.27462379,-0.690467301,-1.036984706,0
126,-2.866919476,-0.785757137,-0.286429913,1.674263398,0.814700738,0.910117444,1
127,4.474652278,1.42406294,0.097500563,1.373957519,0.23950746,-0.979881697,0
128,4.111496497,-2.889165937,0.156457481,0.286379739,-0.032126188,-0.996787462,0
129,-0.897378627,1.037283463,2.971561792,3.035070998,1.34782222,-1.049302257,0
130,-2.704623402,-1.110517483,-0.129001477,0.348861641,0.093266174,1.033214261,0
131,0.038259856,1.578839988,3.178675674,-0.380313934,1.192340574,1.230078672,1
132,-0.648599123,0.626961559,-0.034779744,-0.567448183,-2.678317736,-1.171283895,0
133,-2.17399172,-1.192002409,3.979270447,0.556973061,0.787391822,-0.860532834,1
134,-1.884553233,-2.406855738,0.355840416,-1.314187217,-0.793992289,-1.033014058,1
135,4.35314785,0.213411381,0.337498491,1.817942817,-1.048088533,0.97750027,0
136,-2.223386726,-0.930250516,-0.682451533,-0.271461567,-1.347369648,0.995320877,0
137,5.079820232,0.972910295,-0.374258583,-0.843151113,0.633361364,1.017605861,0
138,4.646548847,0.092465923,-0.412935028,0.159762421,0.48395014,-0.953990031,0
139,-2.972698629,-0.80024105,-0.990465569,0.269161187,1.071286586,0.988333039,1
140,0.8590823,3.161388206,-0.830485522,0.97895399,0.742606596,0.957860663,0
141,-0.944624741,-1.704310776,0.636033764,-0.318243308,-0.512120483,0.983118645,1
142,-1.083316288,2.418069598,-0.919859526,0.735793681,-0.480298997,0.982784934,0
143,-1.575865699,1.268047238,-0.209781507,0.62159175,-1.946845493,-1.055161443,0
144,4.498403414,1.34140383,0.12710049,2.155421077,0.557296983,-1.150239336,0
145,-0.280653366,3.26241164,-0.776699503,-0.70512346,-0.435466718,1.060758292,0
146,4.347450697,-2.318833761,0.114075299,0.382455036,-0.318026847,-1.021994942,0
147,-2.217964699,-2.30834364,0.05666143,-0.763437619,-0.179312594,-0.956071891,1
148,0.055205517,0.166255117,-0.248199228,-1.670359219,-1.478403191,-1.035600623,0
149,-0.218233258,-0.247432694,-0.701458866,-1.784144042,1.311345283,-0.836716152,0
150,-0.774873268,-0.670193552,-0.720091937,-1.824804378,1.786112176,1.17739023,0
151,-1.96104688,-1.066458017,-0.012703622,-0.057011845,-0.645928881,-1.03546955,1
152,-0.149579984,2.919995934,-1.047210353,-0.333844739,0.123573833,1.067783688,0
153,1.334036594,1.569807076,-1.008780844,-1.452900125,0.582740237,-0.998487762,0
154,4.446740821,-1.389279645,-0.069109501,-1.463411437,1.512467242,1.134027436,0
155,-1.993519256,0.309178512,-1.015156448,-1.949369373,0.584188035,1.142637083,0
156,-2.477068681,-0.426557493,-0.131182971,0.375534877,-0.89999986,1.006050796,0
157,4.724026013,-0.500304755,-0.136705469,-1.336262218,1.233987615,-0.901534387,0
158,0.165763359,0.686922015,-0.363905764,-2.389759735,0.069784929,-0.959284554,0
159,4.479644548,-0.889482652,0.780677229,0.932680733,-0.90430177,-1.043641485,0
160,-1.178161011,-1.450755136,-0.198551651,-1.653760728,0.523933514,1.117539661,0
161,-2.219595133,-0.272152033,0.123469346,-0.991327834,0.109138822,1.018716954,1
162,-2.868214831,-1.906377528,-0.559996456,-0.468562007,-0.263554233,1.027503703,0
163,-0.068099992,1.005166729,-0.00229903,0.953808842,-1.385400908,-1.062392922,0
164,4.682659255,-0.742648821,-0.135521933,-1.339081715,1.209139476,1.104970539,0
165,4.880075012,0.521747541,-0.361926093,0.394258437,-0.081858995,-1.062311824,0
166,-2.687974214,-1.353191702,-0.561590186,-0.464866763,-1.232115595,1.009370437,1
167,0.827990377,2.313002445,-0.566529356,0.851135268,-0.387958318,-1.012909924,0
168,-1.394424077,1.021307346,3.080222607,2.115824995,2.454649793,-0.966337571,1
169,4.379286483,-1.407504092,-0.126533638,-1.372996423,1.933747845,1.129442046,0
170,-1.021744347,0.913969648,-1.123721749,-0.426684856,-0.679231918,-0.988850746,0
171,-1.484202826,-0.446265632,-0.692759796,0.23570128,1.352252281,1.103655504,1
172,0.650799229,0.183323051,-0.772042002,-0.602114573,-0.389618342,-1.037500709,0
173,-1.118181179,1.232416633,-1.576187226,0.198662179,-0.367692871,0.98318297,1
174,4.518664897,-1.408058211,-0.036760174,0.687660222,-1.048858817,0.927894839,0
175,4.020045783,-1.081238047,0.536194743,0.4644695,1.264402765,1.044535768,0
176,-3.221856432,-0.833386477,-0.122157954,1.382195758,0.31281327,0.926032994,1
177,-2.255779038,-1.341548971,-0.606546025,0.396738734,-0.944666425,0.843067658,1
178,-1.058751143,0.922424974,-0.774733622,-0.876841699,1.196016863,1.156038658,0
179,4.487010399,0.428858388,-0.569520734,0.788701624,-0.109335456,-0.969395089,0
180,-1.61998886,-0.83724818,4.382443549,-0.076019849,-0.986563561,1.045040569,1
181,-1.806851837,-2.170976845,0.322231326,-1.244844836,-1.354256246,0.953465453,0
182,-2.200783297,-0.848484795,0.252193,-0.348754259,-1.356782932,-1.045029365,1
183,0.511655863,1.096010458,-0.623982545,-2.044844468,-0.496306416,-0.971060936,0
184,-2.042322561,-1.603704416,-0.840051603,-0.023633012,-0.142456041,1.010373773,1
185,-2.411053706,-0.420342948,4.016503349,-0.261119062,1.373570863,1.194056263,1
186,-1.686455524,-1.601690861,-0.139616987,-0.452445223,-0.673884413,-0.981715701,0
187,-1.787076084,-1.298301994,4.434089837,-0.202079908,-0.05474565,-0.938358189,0
188,4.282751678,-2.341168624,0.027745379,0.551643144,0.016251951,0.966707873,0
189,-1.221313407,0.54960905,0.610955948,-0.956107589,-1.347992754,0.976317537,0
190,-0.330099811,1.858385999,0.063169681,-1.38413667,-0.064195344,-0.879193432,0
191,-1.634515971,-0.870222681,-1.219348507,-0.434578132,1.08298746,-0.909816617,1
192,5.191795962,1.330680446,-0.378378021,-0.814523261,0.126708587,1.003851041,0
193,0.389848454,3.394487978,-0.821670606,-0.783043577,-0.772378937,0.966309572,0
194,5.260070999,1.349659506,-0.287359487,-0.98548971,-0.207429143,-0.984779223,0
195,-1.19766283,-0.576115055,-1.329145108,-0.32066193,0.822811513,1.085667046,0
196,4.541183178,0.908628433,0.286786953,-0.282073486,1.286351509,-0.840734385,0
197,-1.031906822,0.044868122,-0.842259447,1.365475508,0.320854388,-1.016942868,0
198,-0.035670587,3.282674414,-1.126060911,-0.254186249,0.400927344,-0.950294891,0
199,4.323624863,-2.320990515,0.152906967,-0.990270145,0.741650339,-0.916265339,0
200,-0.722673208,0.888499402,-1.492196357,-0.066862355,-0.806162762,1.027309137,0
201,-1.764060198,-0.855633427,-0.769458005,-0.14782899,-1.683218207,0.997358904,0
202,-0.285111903,2.610084138,-0.702933511,-1.007925518,0.663144725,-1.008057219,0
203,-1.980494119,-0.315638385,-0.764242507,-1.488408155,-0.672430979,-0.920647172,0
204,-2.130868118,-0.332910387,-0.359345964,-0.802673984,-2.459421638,-1.115910809,0
205,-1.567929653,-0.15150299,-0.888998149,0.090806172,-1.587408229,0.959146325,0
206,0.690925706,3.664313167,3.119809723,-0.12520131,0.227163384,-0.864741926,0
207,-2.21037545,-1.987716805,-0.478460153,-0.802611208,-0.5672359,-1.038712107,1
208,-0.954224815,-1.355991016,-1.396911397,0.598646344,0.154292448,1.01082859,1
209,-0.174237291,1.738124965,-1.733269433,0.435008079,-0.7367034,-1.022937399,0
210,-1.940874895,-1.535722796,0.079082153,-0.780065425,-1.620272062,-0.980569481,1
211,-2.197603566,-1.353364277,4.477338764,-0.222504,-0.122146048,1.054986037,0
212,4.976348528,0.073608275,-0.142474905,-0.360954411,-0.148297731,-1.034854166,0
213,4.651763722,-0.591807185,-0.208968444,-1.191549561,1.585393749,1.090863676,0
214,-2.546352395,-0.116587656,-0.289396035,0.54769945,1.321692071,-1.080781235,0
215,-0.176769813,1.491139614,3.033561346,1.161717654,0.714602738,1.118057071,0
216,0.670369569,3.501608538,3.65440282,-0.986341269,-0.595143445,-0.942393365,0
217,0.347180756,2.7286,3.103061067,1.103797471,-0.020837795,-0.931634632,0
218,0.628581455,2.713513706,-0.475596391,-0.532354931,0.433462234,-0.932656725,0
219,-2.327769025,-1.221364805,-0.819470788,-0.148720058,-1.027579283,1.005347739,0
220,-2.866003664,-1.85760914,-0.573086239,-0.450837187,-0.275084136,1.024982769,1
221,4.776423735,1.302874261,0.338666025,0.900261262,-0.451913757,0.938332323,0
222,4.247080492,-1.111273299,-0.353225216,-0.939629822,2.441203636,-0.792234196,0
223,-1.288432089,-1.270079498,0.101501898,-1.807783505,-0.406294739,-0.977995572,1
224,4.148378768,-1.75795443,-0.232391948,1.077915413,-0.325271033,1.028463942,0
225,-1.045885882,0.154785359,3.551489787,1.14753038,0.123020533,-0.909492296,0
226,0.389021699,0.686235916,-1.047438509,-1.316789591,0.985152985,1.118021969,0
227,-1.365067904,-1.29573025,-0.107657888,-1.546036336,-0.24115403,1.017206594,1
228,-1.959509738,0.019113679,-0.186366948,0.455836164,-1.35934466,-1.00142163,0
229,0.651884914,2.532788139,-0.378054827,-0.743239304,-0.128981921,1.092762192,0
230,-0.283749741,1.669241994,-0.759193809,1.300023422,-1.732633812,-1.060809731,0
231,-0.896598922,-0.00612231,-1.157004111,0.4020978,-1.594742394,-1.028747837,0
232,-2.036681836,-1.628011516,-0.809815979,-0.211768175,-0.443606057,-0.961476848,1
233,4.966776898,0.264947291,-0.215727276,1.073146211,-2.029142867,0.848629423,0
234,3.899238142,-2.016639859,0.728719352,1.016606179,0.406566425,0.987522129,0
235,-1.921645102,-1.539777052,0.691880683,-0.18666835,-0.363819135,-0.941702465,1
236,-1.530707162,0.26616498,4.029233886,0.637247039,-0.599589382,1.069049025,0
237,-2.900767406,-0.247098211,-0.013055445,-0.602804392,0.826237541,-0.904245594,0
238,-2.060165627,-1.533984432,-1.472047305,1.705210159,1.138996866,0.928824453,1
239,4.615010912,-1.498522625,0.025193649,0.566347117,-0.666574913,-1.060673069,0
240,0.622294041,1.39588465,-0.109666591,0.93272283,-1.964101832,0.831848574,0
241,-0.0119987,1.760503895,-0.632371146,1.049964068,-1.867684413,-1.1694338,0
242,0.220507169,1.358683349,-0.925582589,-1.457243836,-0.119196053,1.09988382,0
243,-1.011598175,0.384532466,-1.494450411,0.939408917,0.965570213,0.849140042,0
244,-1.676663093,-1.938603075,-0.516604972,1.109617422,0.770707586,0.923274933,0
245,-2.436975044,-1.917735164,-0.565692122,0.303963084,0.116776311,-1.130767866,0
246,-0.910189899,-0.171987065,0.534627355,-0.011691728,-1.257885473,-1.101150346,0
247,-2.719984751,-1.550690345,-0.946919736,1.056209822,0.763811005,-1.071537774,1
248,-1.70950669,-2.073841758,0.034252903,-0.733429203,-0.66450051,-0.954468454,1
249,-1.180461994,0.112821285,-0.518778044,0.976021319,-0.082343802,-1.012602428,0
250,-0.850582369,0.650612783,-1.504301244,0.100089912,0.472695187,1.014051143,0
251,-2.233532984,-0.62412694,-0.450443541,-2.888824244,0.786981168,1.09515225,1
252,-1.651240784,-0.411949388,3.707221833,0.900425162,2.092110776,-0.964522231,1
253,0.61164879,0.752601184,0.171792426,-0.847112484,-1.078095943,-1.016248719,0
254,3.81998402,-2.575755694,-0.167731124,0.91041525,0.526120709,-0.931824221,0
255,0.345602946,2.844768677,2.887308801,0.179868712,1.838334542,1.149636359,0
256,0.754563001,3.160535181,-0.853576598,-0.782052341,-0.718384943,0.981945862,0
257,0.179389145,0.992360461,-0.558861791,0.835991605,-1.954000274,-1.118610619,0
258,-1.830215388,-0.719431031,-0.119294047,-1.294073233,-0.820903722,1.075885065,1
259,-1.478075019,0.350282706,3.222064651,1.850998241,2.432618275,1.065741504,0
260,-2.064860617,-1.056074066,3.582134786,2.111453468,1.788708764,-0.967917295,1
261,-1.871016805,-0.94892876,-0.856226326,2.260947896,1.512302138,-1.058777426,1
262,-2.351412236,0.76254562,-0.805943027,1.524355174,1.830765577,-1.040461197,0
263,-0.246584628,1.06424194,3.534122151,1.315407746,-0.899835253,1.051819252,0
264,0.086599685,1.200980471,-0.762090002,0.301593343,-0.169560412,0.959355034,0
265,1.246513165,2.259534035,-0.263059716,-0.983154259,0.230747393,1.00633228,0
266,4.611480322,0.003667952,0.633752612,1.243607791,-1.131443648,-1.092282692,0
267,-1.142966372,-1.091738635,-1.620531809,1.893147536,0.599176993,0.922582345,0
268,4.752621948,-0.534526553,-0.13814222,0.902638797,-0.910914661,-1.113045799,1
269,4.554588686,1.657844455,0.066821857,1.442188437,-0.320668329,1.006643158,0
270,-2.02728275,-1.436470019,-1.436639698,1.66258946,1.010112652,0.919642109,1
271,-0.287310785,0.857520537,-0.648590595,-0.455667704,-0.084155841,-0.990040194,0
272,-2.005790352,-0.860357011,4.539425439,-0.323531496,-0.991523259,-0.953578954,1
273,-1.425471111,-0.101927561,-0.722302844,1.064802027,1.649459111,-1.068705886,0
274,-2.4652827,-1.783705931,-0.232121371,-1.115599798,-1.258791043,-1.048306636,1
275,-2.168627921,-0.490015887,-0.177530062,-0.444130645,0.983193932,-0.881029114,1
276,-1.346539567,0.694369444,-0.944254592,0.711181706,1.168393205,1.045738537,1
277,-1.023127886,-0.418392363,-0.848992809,0.644888335,0.855881898,-1.01216399,0
278,-0.989794104,-0.805299088,3.487098901,1.226839895,1.02342994,-0.882593197,0
279,-1.314053024,-1.809322951,0.195115481,-1.05578511,-1.763226653,0.946279747,0
280,-1.002410482,-2.036187659,0.128585595,-0.992992688,-1.297932757,0.961831487,0
281,-1.48901307,-2.189512302,0.147671549,-0.996220873,-0.835116937,0.955539864,0
282,4.123160166,-1.83559746,0.853514882,-0.492198695,0.86142079,1.094592549,0
283,-1.393628868,-0.180794913,0.746251847,-0.255872258,-1.535558695,0.89848735,0
284,-1.007911278,0.120234765,-1.084213517,-2.06310406,0.83607085,-0.932075013,1
285,-2.512552291,0.315232007,0.073750271,0.16739611,-1.88057945,0.974489035,0
286,-2.150173574,-1.890472687,-0.038868731,-0.538174552,-0.374111568,1.014160712,0
287,-2.451086761,-1.211107976,-0.41349362,-1.69903184,0.105909678,-0.977429352,1
288,-2.742698409,-1.707327281,-0.920739066,1.001619752,0.803574941,-1.063018308,1
289,-1.905657096,-1.365398288,0.061301549,-0.722281407,-1.665351292,-0.99011816,1
290,-3.297865198,-0.867480208,-0.150285222,1.38730934,0.826675475,-1.070675356,1
291,-0.29258409,-0.811245206,-0.120489345,-0.565704013,-1.55929934,-1.098966446,0
292,-0.666628312,0.703503203,-0.851116311,-2.280680456,0.176429574,-0.955921029,0
293,-2.460138273,-1.67242803,-1.326191698,1.497828016,1.075410465,0.929564217,0
294,4.143175818,-2.640780542,0.07753577,0.454303373,-0.1818812,0.982975683,0
295,4.107026475,-2.884971183,0.150596714,0.288602665,-0.032302525,-0.99687815,0
296,-1.170123539,2.025262174,-0.923981812,-1.986149285,-0.063481762,0.956015499,0
297,-2.081605754,0.342953667,-0.988861342,1.674395131,2.181468869,-1.027856492,0
298,-0.886744195,0.572054712,-0.140747575,-1.122901026,1.997573383,-0.848930748,0
299,-2.15074555,-1.12619678,-0.582047951,-1.723065569,0.030719979,1.110848921,1
300,-1.048862884,-0.694673089,-0.533751602,0.065966374,-1.095594509,-1.018617888,0
301,-2.676744513,-1.221206063,-0.598240136,1.904958867,1.293271783,0.949428114,1
302,-1.7242049,-1.757297943,-0.977740432,0.056990736,0.107814444,-0.973482597,0
303,0.937789046,3.510643028,3.192889447,-0.387812838,-0.212218564,1.049107921,0
304,-2.269068995,0.236535968,-0.056698733,-0.964262203,0.213104367,-0.91389838,0
305,4.848508836,1.185239686,0.446875523,-0.602972873,0.995838736,-0.943231912,0
306,-3.161001242,0.129119138,-0.345741318,0.855424553,1.667719519,-1.017184658,1
307,0.540941896,1.048304342,-0.687375146,-1.936684971,0.207476953,-0.980314568,0
308,-1.54282757,0.845092283,-0.703717887,-0.164473217,2.32997145,-1.012085593,0
309,-0.05305716,1.19546388,-0.047431014,-0.37111572,-0.651012764,-0.95862234,0
310,3.886605738,-2.53285298,-0.151911468,0.909969812,0.011888198,1.064693685,0
311,-1.659150208,-1.397764468,-1.002296372,0.126931375,-0.180063801,1.016211164,0
312,0.376634756,1.368697484,-0.612564143,0.946749932,-2.276261342,0.860174962,0
313,-3.042763448,-0.96854594,-1.003345668,0.304401107,1.527315602,0.991392072,0
314,-2.524163107,-1.783288835,-0.798543494,-0.233937759,0.033263911,-0.968796124,1
315,0.101132758,2.368731259,-0.617417008,-1.218841182,-0.390935359,-0.966951698,0
316,4.651172216,0.34827394,-0.45904095,1.534897256,-1.326650222,-1.067299451,0
317,0.914662384,1.206632736,-0.751743213,-1.865812817,-0.619559783,1.032952088,1
318,-1.89166466,-0.413727254,-1.647846427,1.158165995,2.038066999,-1.031583707,1
319,-1.858354874,0.970180779,-0.411320248,-0.105905624,-0.488194784,-0.945816533,0
320,0.086614132,0.4406952,-0.145348016,1.884878227,-0.762800018,0.800036476,1
